KPCA1,KPCA2,Macro_Desastre
-0.09004578666400999,-0.017943789122381232,Seca e Estiagem
0.016653817566764675,0.21472005554199355,Inundações e Chuvas
-0.07269179493356341,0.004165082260719125,Seca e Estiagem
-0.08810783830146617,-0.018662360316848543,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Deslizamentos
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08147391394410257,-0.017899720784875867,Seca e Estiagem
-0.08892197044321655,-0.01841728004445529,Tempestades Severas
-0.0874953939858306,-0.019832638382513302,Inundações e Chuvas
-0.08715115333689018,-0.020974317258714632,Tempestades Severas
-0.0896295351517746,-0.012312615957624442,Seca e Estiagem
-0.08719115462993807,0.012964919266734003,Seca e Estiagem
-0.08654452642501856,-0.021494481710768207,Inundações e Chuvas
-0.08998259974937216,-0.017546593670509047,Seca e Estiagem
-0.08831926444615373,-0.0020536999173288184,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08953078807447512,-0.011266970019708077,Seca e Estiagem
-0.0891592652485091,-0.019416903536850827,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.0897169304569074,-0.01863503642689125,Inundações e Chuvas
-0.0900330095789717,-0.017763537831355234,Incêndios Florestais
-0.08979651093319693,-0.017119190538923763,Seca e Estiagem
-0.08981672258787486,-0.014625665401930076,Seca e Estiagem
-0.08967087201525271,-0.018231123605443055,Inundações e Chuvas
-0.08049922310240014,0.05407906107831958,Seca e Estiagem
0.5279780473074213,-0.0646455129516742,Tempestades Severas
0.04452701745824077,-0.01564129231197801,Tempestades Severas
-0.08993545085078755,-0.01734396403389717,Seca e Estiagem
-0.03541048975520007,-0.04833990341928868,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.0899557100744487,-0.018045865036617013,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08389442553080359,-0.020981701378536076,Tempestades Severas
-0.0893443167431192,-0.01757585369213996,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
0.8969977093718843,-0.08482291757488424,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.08971654891677106,-0.018101252419317256,Seca e Estiagem
-0.08573134347721001,-0.02289803999525604,Inundações e Chuvas
0.37055905816238843,-0.06035907686563427,Inundações e Chuvas
-0.08788670980085118,-0.019917605422105782,Inundações e Chuvas
0.8712969756858399,-0.12317181949266764,Inundações e Chuvas
-0.09004542089775276,-0.017959332145387256,Tempestades Severas
-0.08237767067109242,0.03581736193449942,Seca e Estiagem
-0.09004102182548102,-0.017974421699705277,Inundações e Chuvas
-0.09004505817354927,-0.017905222069898752,Seca e Estiagem
-0.088865545068963,-0.01974520311071942,Inundações e Chuvas
-0.08776654148235466,0.007675048414890696,Seca e Estiagem
-0.07709581339126555,0.07537195044187296,Seca e Estiagem
-0.08441488089243303,-0.0223151710233311,Inundações e Chuvas
-0.08541570139061372,0.023490366799674835,Seca e Estiagem
0.4378634987305161,-0.13890070342205665,Inundações e Chuvas
-0.027484734098097218,-0.029229982570488377,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
0.2736066276849259,-0.11988597339662387,Inundações e Chuvas
-0.081043057000405,0.007721190041503944,Seca e Estiagem
0.17609453062216887,-0.04317103763858599,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08984472596151656,-0.018348411930341226,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08917788988002551,-0.01710439498292052,Seca e Estiagem
-0.08974054410435937,-0.018065309217563108,Inundações e Chuvas
-0.08899957296727228,-0.016087066209998814,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08995701071837132,-0.01745819938784619,Seca e Estiagem
0.8973569934164622,-0.08826451742823718,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Deslizamentos
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08730608124936463,-0.017330850081932185,Inundações e Chuvas
-0.0893806647589981,-0.014510268404742864,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.09000788761058984,-0.017332353328510623,Seca e Estiagem
0.31858195764783487,0.6892509441261992,Seca e Estiagem
-0.06757047557299391,-0.023670903110782165,Tempestades Severas
-0.06466939344999217,0.015205418722834244,Seca e Estiagem
-0.08568760959124345,-0.02212545159552125,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
